DTXSID,SMILES
DTXSID80764092,C=C(C)c1ccc(OC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1
DTXSID80764178,C=C(C)c1ccc(OC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1
DTXSID80764956,O=C(O)CCCNC(=O)C(F)(Br)C(F)(F)F
DTXSID80766399,O=CC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)F
DTXSID80767604,CCCCC(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID80768393,CO[Si](CCCOCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OC)OC
DTXSID80768732,CO[Si](CCCSC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OC)OC
DTXSID80768818,CCOC(=O)COCC(F)(F)C(F)(F)C(F)(F)C(F)F
DTXSID80769209,CCCCCCCCCCCCCC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID80771781,CC[N+](CC)(CC)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(C)F.[Cl-]
DTXSID80772394,O=C(OOC(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F
DTXSID80773144,C=CC(=O)OCCC(F)(F)C(F)(F)Br
DTXSID80773922,CCCCCCCCCCCCCCCCCCOCC(F)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID80780838,Cc1cc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)nc(=S)[nH]1
DTXSID80781567,O=C(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1ccccc1
DTXSID80782190,FC(F)(F)C(F)(F)CCCCCCCCCCCCCCS
DTXSID80784073,O=C=NC(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)N=C=O
DTXSID80784750,O=C(C=CNc1ccccc1)C(F)(F)C(F)(F)C(F)(F)F
DTXSID80785328,N=C1N=C(N)C(F)(F)C(F)(F)C1(F)F
DTXSID80785606,CC(C)(c1ccc(C(F)(F)C(F)(F)c2ccccc2)cc1)[N+](=O)[O-]
DTXSID80785828,FC(=C(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F)C(F)(F)F
DTXSID80787120,COC(F)(OC)C(F)(F)F
DTXSID80789801,FC(F)C(F)(F)OC(Cl)C(F)(F)C(F)(F)F
DTXSID80791464,O=C(O)C(=C(F)C(F)(F)C(F)(F)F)C(F)(F)F
DTXSID80791803,O=C(O)c1ccccc1.OCC(F)(F)C(F)(F)F
DTXSID80792693,FC(F)(F)[C](F)([Hg][Br])C(F)(F)F
DTXSID80794091,O=CC=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID80794298,CO[Si](CCCOC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OC)OC
DTXSID80794753,O=c1cc2c(cc3ccccc13)C(F)(F)C(F)(F)C2(F)F
DTXSID80795982,O=S(=O)(O)O.OCC(F)(F)C(F)(F)F.OCC(F)(F)C(F)(F)F
DTXSID80798938,OCCOCCOCCOCCOC(F)(F)C(F)(F)F
DTXSID80800343,O=C1c2c(F)c(F)c(F)c(F)c2OC1(F)C(F)(F)F
DTXSID80800383,C=CC(=O)Oc1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1
DTXSID80801032,OC(OCC(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
DTXSID80801476,FC(F)(Br)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCBr
DTXSID80803157,CC1OOC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)O1
DTXSID80804003,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1ccsc1-c1ccc(-c2sccc2C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)s1
DTXSID80808900,COP(=O)(CC(=O)CCCC(F)(F)C(F)(F)F)OC
DTXSID80812688,OC1=C(F)C(F)(Cl)C1(F)F
DTXSID80813332,FC(F)(F)C(F)(F)C(F)(F)C(=S)Nc1ccccc1
DTXSID80816404,N#Cc1cc(F)ccc1C(F)(F)C(F)(F)c1ccccc1
DTXSID80817375,C[Si](C)(C)C1(F)OC(F)(F)C(F)(F)OC1(F)F
DTXSID80823911,O=C(F)C(F)(Oc1ccccc1)C(F)(F)F
DTXSID80825531,O=C(O)C(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID80826220,C[C@H](O)COCC(F)(F)C(F)(F)F
DTXSID80826346,[CH3][Sn]([CH3])([CH3])[O]C(=O)C(F)(F)C(F)(F)F
DTXSID80826629,CCCC[NH+]1C=CN(C)C1.O=S(=O)([O-])OCC(F)(F)C(F)(F)C(F)(F)C(F)F
DTXSID80826669,FC(F)(F)C(F)(F)C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F
DTXSID80826684,O=CC=C(Oc1ccccc1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID80827555,CCCC(OP(=O)(Oc1ccccc1)Oc1ccccc1)c1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1
DTXSID80828007,O=C(C(F)(F)Br)C(F)(C(F)(F)F)C(F)(F)F
DTXSID80830983,O=S(=O)(F)OC(F)(F)C(F)=C(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID80831379,CC(=O)O.OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F
DTXSID80832341,COc1ccc(C)cc1C(F)(F)C(F)(F)C(F)(F)F
DTXSID80832427,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1cc(P(c2ccccc2)c2ccccc2)cc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1
DTXSID80833358,COc1ccc(C=CS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1
DTXSID80834062,CO[Si](OC)(OC)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID80838883,CC(C)(C)CCC(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OC(=O)NNC(=O)[O-]
DTXSID80840840,Cc1cccc2c1C(F)(F)C(F)(F)C2
DTXSID80841478,C=C(NC1CCCCC1)C(F)(F)C(F)(F)C(F)(F)F
DTXSID80843871,O=C(CCl)NCC(F)(F)C(F)(F)F
DTXSID80844585,CCCCCCCCc1csc(-c2sccc2CCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1
DTXSID80844621,O=C(O)C(F)(F)C(F)OC(F)(F)C(F)(F)F
DTXSID80848129,N#CC(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID80850409,O=C(O)C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)F
DTXSID80853137,FC(F)(F)COC(F)(F)C(F)(Cl)Cl
DTXSID80854881,FC(F)(F)C(I)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
DTXSID80862360,FC(F)(F)C(F)(Cl)C(F)(F)Cl
DTXSID80863059,O=C(F)C(F)(OC(F)(F)F)C(F)(F)F
DTXSID80864521,C=C(C)C(=O)OCCN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID80865199,C=CC(=O)OCCN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID80871634,FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID80873012,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID80873416,O=S(=O)([O-])CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID80879832,O=P(O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID80880120,FC(F)(F)C(F)(F)C(F)(C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F
DTXSID80880125,FC(F)(F)C(F)(F)C(F)(F)C1(F)OC(F)(F)C(F)(F)C(F)(F)C1(F)F
DTXSID80880140,OCC1CC(F)(F)C1(F)F
DTXSID80880145,C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C=C
DTXSID80880160,O=C(NCc1ccccc1)C(F)(F)C(F)(F)C(F)(F)F
DTXSID80880165,FC(F)(F)C(F)(C(F)(F)F)C(F)(F)I
DTXSID80880180,CC1(C)[C@H](C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)CC[C@]1(C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F
DTXSID80880185,FC(F)(F)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F
DTXSID80880201,*C(F)(F)C(*)(F)Cl
DTXSID80880206,C=CC(=O)OC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CF
DTXSID80880221,FC(F)=C(F)C(F)(F)C(F)(F)C1(F)OC1(F)F
DTXSID80880226,F[Si-2](F)(F)(F)(F)F.F[Si-2](F)(F)(F)(F)F.F[Si-2](F)(F)(F)(F)F.[Al+3].[Al+3]
DTXSID80880241,N#CSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID80880246,O=S(=O)(F)C(F)(F)C(F)(F)OC(F)=C(F)F
DTXSID80880362,O=C(O)C(F)(F)C(F)(Cl)C(F)(F)C(F)(Cl)C(F)(F)C(F)(Cl)Cl
DTXSID80880387,O=C(OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID80880403,C=C(C)C(=O)OCC(F)(F)C(F)C(F)(F)F
DTXSID80880423,C=CC(=O)OCCN(C)S(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID80880443,O=S(=O)([O-])c1ccccc1OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Na+]
DTXSID80880448,CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2C(=O)C(F)(F)C(F)(F)C(F)(F)F
DTXSID80880463,FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC1CO1
DTXSID80880488,O=C([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1C(=O)Nc1cccc(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1.[K+]
DTXSID80880529,O=P(O)(O)OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
DTXSID80880564,O=C([O-])C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F.[K+]
DTXSID80880569,CCOC(=O)NCC(CCSS(=O)(=O)[O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Na+]
DTXSID80880584,*C(F)(F)F.*C(F)(F)F.*F.*F.O=S(=O)([O-])C1C(F)C(F)C(F)C(F)(F)C1(F)F.[K+]
DTXSID80880605,C=C(C)C(=O)OCC(C)OC(=O)Nc1cc(NC(=O)OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)ccc1C
DTXSID80880943,N#CC(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)=C(F)F
DTXSID80880968,C=C(C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
DTXSID80880983,C[N+](C)([O-])CCCNS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID80881011,FC(F)(F)C(F)(Cl)C(F)(Cl)C(F)(C(F)(F)F)C(F)(F)F
DTXSID80881016,CC[NH+](CCCNCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCC(=O)[O-]
DTXSID80881031,C[N+](C)(CCCNCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F)CCC(=O)[O-]
DTXSID80881071,O=P([O-])([O-])OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[NH4+].[NH4+]
DTXSID80881076,O=P([O-])([O-])OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F.[NH4+].[NH4+]
DTXSID80881112,O=P(O)(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID80881117,O=S(=O)(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)F
DTXSID80881132,C[N+](C)(C)CCCNS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[I-]
DTXSID80881137,CCCCOCCOCCOCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
DTXSID80881152,CN(C)CCCNCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID80881157,OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID80881172,O=P([O-])([O-])OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[NH4+].[NH4+]
DTXSID80881177,O=P([O-])([O-])OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F.[NH4+].[NH4+]
DTXSID80881192,O=P([O-])(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.OCC[NH2+]CCO
DTXSID80881238,FC(F)(F)C(F)(CC1CO1)C(F)(F)F
DTXSID80881278,O=C([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1C(=O)Nc1cccc(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1.[K+]
DTXSID80881293,O=S(=O)(O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID80881314,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Mg+2]
DTXSID80881319,*C(*)(CCOC(=O)C=C)C(*)(*)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID80881334,O=C(Nc1cc(Cl)cc(Cl)c1)C(F)(F)C(F)(F)C(F)(F)F
DTXSID80881339,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F.[Li+]
DTXSID80881359,CN(CC(=O)[O-])C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Na+]
DTXSID80881379,CCCCCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID80881834,O=C1OC(=O)C2C3CC(CC3SCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C12
DTXSID80881839,O=P(O)(O)OCC(CO)(CSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID80881874,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID80881910,COC(=O)C(SCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)SCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID80881915,O=S(=O)(O)CCC(F)(F)F.[NH4+]
DTXSID80881930,O=S(=O)([O-])CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[NH4+]
DTXSID80881970,O=S(=O)(O)CCC(F)(F)F
DTXSID80881990,O=[PH](OC(F)(F)F)OC(F)(F)F
DTXSID80882003,O=P(O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID80882861,OCCOCC(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
DTXSID80883030,O=P(O)(O)OCCC(F)(F)F.OCCNCCO
DTXSID80883035,C[N+](C)(C)CC(O)CSCCC(F)(F)F.[Cl-]
DTXSID80883050,CCP(OC(C)C)OC(C)C.FC(F)(F)C(F)(F)C(F)(F)I
DTXSID80883075,COc1ccc2c(c1)C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12
DTXSID80883353,FC1(F)CC([Si](Cl)(Cl)Cl)C1(F)Cl
DTXSID80887674,NC(=O)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)=C(F)F
DTXSID80889133,COC(=O)C(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)OC
DTXSID80889254,COC1(C(F)(C(F)(F)F)C(F)(F)F)OC(F)(C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)C1(F)F
DTXSID80889315,O=C(F)C1(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C1(F)F
DTXSID80892066,FC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)F
DTXSID80892304,*F.*F.*F.FC(F)C(F)C(F)C(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID80892329,O=S(=O)(NCCO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID80892364,O=C(O)C(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)F)C(F)(F)F
DTXSID80892480,O=C([O-])C(F)(F)C(F)(F)C(F)(F)F
DTXSID80892485,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID80892506,O=S(=O)(O)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl
DTXSID80892521,C[N+](C)(CCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC(=O)[O-]
DTXSID80892526,C[N+](C)(CCCNS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC(=O)[O-]
DTXSID80892566,C[N+](C)(CCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC(=O)[O-]
DTXSID80892602,O=C(O)CSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID80892607,CN(C)CCCNS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID80892869,[2H]OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID80892920,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F
DTXSID80892925,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F
DTXSID80892940,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F
DTXSID80892945,C[N+](C)([O-])CCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID80892960,CN(C)CCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID80892965,C[N+](C)(CCCN(CCC(=O)[O-])S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCC(=O)[O-]
DTXSID80892985,O=C([O-])CCC(F)(F)C(F)(F)C(F)(F)F
DTXSID80893154,O=C([O-])C(F)(F)C(F)OC(F)(F)C(F)(F)C(F)(F)OC(F)(F)F
DTXSID80893290,C=C(C)C(=O)OCC(C)OC(=O)Nc1cc(NC(=O)OCCCCN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)ccc1C
DTXSID80893295,CC(C[N+](C)(C)C)NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[I-]
DTXSID80893316,FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C2(F)F)C1(F)F
DTXSID80893336,FC(F)(F)C(C(F)(F)F)(C(F)(F)F)C1(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C21F
DTXSID80893351,CCO[Si](C)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCC
DTXSID80893356,CCO[Si](CCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OC)OC
DTXSID80893376,O=C(Br)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F
DTXSID80893396,O=C([O-])CCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Li+]
DTXSID80893412,NCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID80893553,C[N+](C)([O-])CCC[N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+]
DTXSID80894101,O=S(=O)(O)[13C](F)(F)[13C](F)(F)[13C](F)(F)[13C](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID80894141,CC(C)(CS(=O)(=O)[O-])NC(=O)CCS(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID80895153,CCCC(F)(F)C(F)(F)C(F)(F)F
DTXSID80895158,CCCCCCC(F)(F)C(F)(F)C(F)(F)F
DTXSID80895173,CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID80895178,NCCC(F)(F)C(F)(F)C(F)(F)F
DTXSID80895193,C=C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID80895198,CCC(N)CC(F)(F)C(F)(F)C(F)(F)F
DTXSID80895214,FC=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID80895219,FC(F)(F)C(F)(F)C(F)(F)CCCCCCC(F)(F)C(F)(F)C(F)(F)F
DTXSID80895234,CCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID80895239,O=CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID80895254,CCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID80895259,FC(F)(F)C(F)(F)C(F)(F)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID80895274,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCBr
DTXSID80895279,CCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID80895294,OCC=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
