DTXSID,SMILES
DTXSID20708738,CCCCCCCCC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F
DTXSID2070924,CCN(CCOP(=O)(O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID20709487,NC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CF
DTXSID20709780,FC(F)(F)C(F)(F)c1ccc(Br)cc1
DTXSID20710295,O=C(Cl)c1cc(OC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc(C(=O)Cl)c1
DTXSID20711101,FC(F)=C(F)C(F)(F)C(F)(Cl)C(F)(F)Cl
DTXSID2071368,C=CC(=O)OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID20715083,C1CNCCN1.O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID2071655,O=S([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Na+]
DTXSID2071657,CCN(CC(=O)[O-])S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Na+]
DTXSID2071659,CCN(CC(=O)[O-])S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Na+]
DTXSID20720238,FC(F)(Br)C(F)(F)Oc1ccc(Br)cc1
DTXSID2072049,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.OCC[NH2+]CCO
DTXSID20721508,C=CC(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F
DTXSID20722151,CC(C#N)OC(F)(F)C(F)(F)C(F)CC(F)(F)F
DTXSID20724594,CC(C)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OC(=O)ON=C(C#N)c1ccccc1
DTXSID20725046,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCC(=C[CH]([SnH3])CCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID2072594,CN(C)CCCN(CCCS(=O)(=O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID20726018,OB(O)C(F)(F)C(F)(F)F
DTXSID20730539,FC(F)(F)C(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID20731440,FCOC(F)(F)C(F)(F)C(F)(F)F
DTXSID2073229,FC1=C(F)C(F)(F)C1(F)F
DTXSID2073487,OCCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID2073489,OCCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID2073562,FC(F)(F)C(F)(F)Oc1ccc(Br)cc1
DTXSID2073772,O=C(Nc1cc(Cl)c([N+](=O)[O-])cc1Cl)C(F)(C(F)(F)F)C(F)(F)F
DTXSID2073776,O=C(Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F
DTXSID2073778,O=C(Nc1cc(Cl)c(Cl)c(Cl)c1Cl)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F
DTXSID2074083,CC(F)(F)C(F)(F)Br
DTXSID2074376,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[Si](Cl)(Cl)Cl
DTXSID20746372,CCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)C(F)F
DTXSID20747480,C[C@]12CC[C@@H]3c4ccc(O)cc4C(=O)[C@@H](CCCCCCCCCSCCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O
DTXSID20750732,COC(=O)c1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1
DTXSID20750737,COC(=O)C1CCC(C(F)(F)C(F)(F)C(F)(F)F)CC1
DTXSID2075217,FC1(F)C(F)(F)C(Cl)(Cl)C1(F)F
DTXSID20752175,CCCCCCC=CC(=O)C(F)(F)C(F)(F)F
DTXSID20755484,CC(=O)O.OCC(Br)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID20756491,CCC[CH2][Sn]([CH2]CCC)([O]C(=O)C(F)(F)C(F)(F)C(F)(F)F)[O]C(=O)C(F)(F)C(F)(F)C(F)(F)F
DTXSID20756890,C=COCCC(F)(C(F)(F)F)C(F)(F)F
DTXSID20757140,OCCOC(F)(F)C(F)(F)F
DTXSID20758051,CC(=O)C(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID20758056,CCCCCC=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID20758652,Cc1ccc2nc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)oc2c1
DTXSID20758692,C=CC(=O)OCCN(C)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID20758915,FC(C(Cl)C(F)(Cl)Cl)C(F)(F)C(F)(F)C(F)C(F)(Cl)C(F)(Cl)Cl
DTXSID20761863,CC(C)(C)C(=O)C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID20764177,FC(Oc1ccc(Cl)cc1)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID20766550,O=C(Oc1ncccn1)C(F)(F)C(F)(F)C(F)(F)F
DTXSID20767567,CCO[Si](OCC)(OCC)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCC(F)(F)F
DTXSID20767683,FC(F)(Br)C(F)(F)CCCCC(F)(F)C(F)(F)Br
DTXSID20767880,C=C(C#N)C(=O)OCC(F)(F)C(F)(F)C(F)(F)F
DTXSID20768392,CCOC(OCC)[SiH2]CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID20768650,C=CC(=O)OCCOC(F)(F)C(F)(F)CC(F)(F)F
DTXSID20769026,O=C(O)c1c(C(=O)O)c(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c(C(=O)O)c(C(=O)O)c1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID20769086,O=C(c1ccc(F)cc1)c1ccc(C(F)(F)C(F)(F)F)cc1Cl
DTXSID20771664,C=CCNC(=O)c1ccc(OC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1
DTXSID20772777,C[SiH](C)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID20772898,O=C(CCC=CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl)c1ccccc1
DTXSID20774317,CC(C)(C)C(N)=CC(=O)C(F)(F)C(F)(F)C(F)(F)F
DTXSID20775566,Fc1c(F)c2c3c(c(F)c(F)c(F)c3c1F)C(F)(F)C2(F)F
DTXSID20775985,CCOC(=O)C=C(F)C(F)(F)C(F)(F)C(F)(F)Cl
DTXSID20776816,C=CCCCCCCCCC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID20781066,FC(F)(I)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I
DTXSID20782452,O=C(OC(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
DTXSID20784855,O=C(OCC(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID20785504,O=C([O-])OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1c(C2CCCCC2)cc([N+](=O)[O-])cc1[N+](=O)[O-]
DTXSID20785685,CC(=O)O.OCC(I)CC(F)(C(F)(F)F)C(F)(F)F
DTXSID20786152,CC(C)C(=NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)N1CCCC1
DTXSID20786773,O=C(OOC(=O)C(F)(Cl)C(F)(F)F)C(F)(Cl)C(F)(F)F
DTXSID20787023,FC(F)(F)C(F)(F)C1=NNC(c2ccc(Cl)cc2)=NN1
DTXSID20787982,Fc1c(F)c(C(F)(F)C(F)(F)F)c(F)c(F)c1-c1c(F)c(F)c(C(F)(F)C(F)(F)F)c(F)c1F
DTXSID20790991,C=C(C)c1ccccc1CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID20791261,CCN(CC)CC=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID20792415,FC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl
DTXSID20793427,NC(=O)C1(F)OC(F)(F)C(F)(F)C1(F)F
DTXSID20794797,O=C1OC(CC(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)F)CC(CO)(CO)CC(CC(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)F)OC(=O)c2ccc1cc2
DTXSID20795562,OCCN1CCCN=C1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID20795840,O=P(O)(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID20798018,FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)CCI
DTXSID20800382,C=CC(=O)OCCOc1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1
DTXSID20801819,Oc1ccc(CCCCNCC(F)(F)C(F)(F)F)cc1O
DTXSID20806167,CC(C)CC(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)F
DTXSID20806400,N#CCOC(F)(C(F)(F)F)C(F)(F)F
DTXSID20812687,CC(=O)O.OC1=C(F)C(F)(F)C1(F)F
DTXSID20816403,O=C(Nc1ccccc1C(F)(F)C(F)(F)c1ccccc1)Nc1ccccc1C(F)(F)C(F)(F)c1ccccc1
DTXSID20816408,CC(=O)c1ccccc1C(F)(F)C(F)(F)c1ccccc1
DTXSID20817374,OCC1(F)OC(F)(F)C(F)(F)OC1(F)F
DTXSID20818942,CCOC(=O)C=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID20821436,FC(F)C(F)(F)C(F)(F)C(F)(F)COCc1ccccc1
DTXSID20823157,FC1(F)OC2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C1(F)F
DTXSID20824806,N#Cc1ccc(OC(=O)c2ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)cc1
DTXSID20825530,O=S(=O)(O)C(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID20827670,CCCCCCCCc1ccsc1-c1cc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cs1
DTXSID20827958,OCC(F)(F)C(F)(F)F.OCC(F)(F)C(F)(F)F.OCC(F)(F)C(F)(F)F.OP(O)O
DTXSID20829831,O=c1cc(C(F)(F)C(F)(F)C(F)(F)F)[nH]c(=S)[nH]1
DTXSID20830982,O=C(F)C(F)=C(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID20831378,CCC(=O)O.OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F
DTXSID20832340,COc1cc(COC(=O)C(F)(F)C(F)(F)C(F)(F)F)c(OC)cc1C
DTXSID20833574,CO[Si](CCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OC)OC
DTXSID20834061,CO[Si](OC)(OC)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID20838882,CC(C)(C)C1CCC(C(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OC(=O)NNC(=O)[O-])CC1
DTXSID20838983,O=c1ccn(-c2ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)cc1
DTXSID20844584,CCCCCCCCCCCCc1csc(-c2sccc2CCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1
DTXSID20846068,FC1(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(C1(F)F)C2(F)F
DTXSID20846720,O=C(O)C(F)(C(F)C(F)(F)F)C(F)(F)F
DTXSID20854880,FC(F)(F)C(I)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID20858545,O=P(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID20861135,CN(C)CC(O)CN(CCCS(=O)(=O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID20861913,O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID20867516,O=S(=O)(O)C1(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)C1(F)F
DTXSID20870500,FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)C(F)(F)F
DTXSID20871633,FC(F)(F)C(F)(Cl)C(Cl)(Cl)C(F)(F)F
DTXSID20873011,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID20873415,O=P(O)(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID20874028,O=C(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID20880028,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Na+]
DTXSID20880124,CCN(CC)C(F)(F)C(F)C(F)(F)F
DTXSID20880129,OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID20880144,CCOC(=O)CC(=O)C(F)(F)C(F)(F)F
DTXSID20880149,FC(=C(F)C(F)(F)F)C(F)(F)F
DTXSID20880164,O=C(O)C(F)(Cl)C(F)(F)C(F)(Cl)C(F)(F)C(F)(Cl)C(F)(F)C(F)(Cl)C(F)(F)Cl
DTXSID20880169,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F
DTXSID20880189,FC(F)(F)C1(F)C(F)(F)C(F)(F)C1(F)C(F)(F)F
DTXSID20880200,CCN(CC(=O)[O-])S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Na+]
DTXSID20880205,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[NH4+]
DTXSID20880220,FC(F)=C(F)C(F)(F)C1(F)OC1(F)F
DTXSID20880225,C=CC(=O)OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
DTXSID20880240,N#CSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID20880361,C1CCOC1.OC(C(F)(C(F)(F)F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F
DTXSID20880402,O=C(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F
DTXSID20880422,FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC1CO1
DTXSID20880427,O=S(=O)([O-])c1ccccc1CNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Na+]
DTXSID20880442,FC(F)(F)C(F)(F)C(C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F
DTXSID20880462,O=P(O)(O)OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
DTXSID20880528,O=P(O)(O)OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
DTXSID20880543,CCCN(CCOP(=O)(O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID20880563,C=COCC(F)(F)C(F)(F)C(F)(F)C(F)F
DTXSID20880568,OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
DTXSID20880583,O=S(=O)(F)C1(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)C(F)(F)F
DTXSID20880604,C=C(C)C(=O)OCC(C)OC(=O)Nc1cc(NC(=O)OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)ccc1C
DTXSID20880609,O=S(=O)([O-])c1ccccc1CNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Na+]
DTXSID20880942,FC(F)(F)C(F)(F)C1(C(F)(F)F)C(F)(C(F)(F)F)OC(F)(C(F)(F)F)C1(F)C(F)(F)F
DTXSID20880947,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)F.[K+]
DTXSID20880962,CCCCC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCC
DTXSID20880967,FC(F)=C(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F
DTXSID20880982,O=C(O)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)F
DTXSID20880987,C[N+](C)(CCO)CCCN(CC(O)CS(=O)(=O)[O-])S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Na+].[OH-]
DTXSID20881010,FC(C(F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F
DTXSID20881030,C[N+](C)(CCCNCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCC(=O)[O-]
DTXSID20881055,O=P([O-])(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F.[NH4+]
DTXSID20881111,O=P([O-])([O-])OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F.[NH4+].[NH4+]
DTXSID20881116,O=S(=O)(OS(=O)(=O)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
DTXSID20881131,O=S(=O)([O-])c1ccc(OC(F)=C(C(F)(C(F)(F)F)C(F)(F)C(F)(F)F)C(C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F)cc1.[Na+]
DTXSID20881136,CCCCOCCOCCOCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID20881151,CN(C)CCCNCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID20881156,CN(C)CCCNC(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
DTXSID20881171,O=P(O)(O)OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID20881176,O=P([O-])([O-])OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[NH4+].[NH4+]
DTXSID20881196,FC(F)(F)C(=C1C(F)(C(F)(F)F)OCCOC1(C(F)(F)F)C(F)(F)F)C(F)(F)F
DTXSID20881232,C[N+](C)(CCCNCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F)CCC(=O)O.[OH-]
DTXSID20881277,C=CC(=O)OCCN(C)S(=O)(=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID20881292,C=CC(=O)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID20881318,O=C(OOC(=O)C(F)(F)C(F)(Cl)C(F)(F)C(F)(Cl)C(F)(F)Cl)C(F)(F)C(F)(Cl)C(F)(F)C(F)(Cl)C(F)(F)Cl
DTXSID20881333,O=C(Nc1ccc(Cl)c(Cl)c1)C(F)(F)C(F)(F)C(F)(F)F
DTXSID20881338,COC(F)(C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F
DTXSID20881353,O=S(=O)(NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F
DTXSID20881358,C[N+](C)(C)C.O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID20881393,CCCCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID20881838,O=P(O)(O)OCC(CO)(CSCCC(F)(F)C(F)(F)F)CSCCC(F)(F)C(F)(F)F
DTXSID20881878,FC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
DTXSID20881893,COC(=O)C(CCC(F)(F)C(F)(F)F)C(=O)OC
DTXSID20881898,O=C([O-])C(SCCC(F)(F)C(F)(F)F)SCCC(F)(F)C(F)(F)F.[Na+]
DTXSID20881919,CC(CCC(=O)O)(SCCC(F)(F)C(F)(F)F)SCCC(F)(F)C(F)(F)F
DTXSID20881934,O=C(O)CCSCCC(F)(F)C(F)(F)F
DTXSID20881974,O=C(CC(C(=O)OC(F)(F)C(F)(F)F)S(=O)(=O)[O-])OC(F)(F)C(F)(F)F.[Na+]
DTXSID20881994,FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COP1(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)=NP(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)=NP(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)=N1
DTXSID20881999,O=C(Cl)CC(F)(F)C(F)(F)F
DTXSID20882022,CN(C)CCCN(CCC(=O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID20882784,CCCCCCCCCCCCCCCCC(CC(=O)O)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID20882800,Cc1ccc(N=C(O)OCCNCS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1N=C(O)OCCNCCCS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID20883034,CCCCOc1ccc([S+]2CCCC2)c2ccccc12.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID20883074,O=C(NCCS(=O)(=O)[O-])OCCC(F)(F)C(F)(F)F.[Na+]
DTXSID20889011,O=S(=O)(NS(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
DTXSID20892065,FC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)F
DTXSID20892303,FC(F)(F)[C@@](F)(Cl)[C@](F)(Cl)C(F)(F)F
DTXSID20892328,O=S(=O)([O-])C1(F)C(F)(F)C(F)(F)C(F)(C(F)(F)C(F)(F)F)C(F)(F)C1(F)F
DTXSID20892348,O=C(O)C(F)(F)OC(F)(F)OC(F)(F)OC(F)(F)F
DTXSID20892363,O=C(O)C(F)(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F
DTXSID20892444,O=C(O)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F
DTXSID20892484,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
