DTXSID,SMILES,umap_1,umap_2,cluster
DTXSID40512036,COc1ccc(C(F)(F)C(F)(F)F)cc1,15.0043335,5.666779,4
DTXSID4051372,O=P(O)(O)OCC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,5.7638187,8.293724,1
DTXSID40515507,O=S(=O)(F)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)CCI,0.6360872,6.255013,3
DTXSID40515522,O=C=NC(F)(C(F)(F)F)C(F)(F)F,0.31275824,-3.9070613,0
DTXSID40516670,FC(F)(F)OC(F)(F)C(F)(F)C(F)(F)F,-2.0813887,16.102278,2
DTXSID40518139,CC(C)(C)C(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)F,0.7643985,1.4610784,0
DTXSID40520070,FC(F)=NC(F)(F)C(F)(Cl)Cl,2.2842286,-5.103473,0
DTXSID40520378,C=CCC(F)(Cl)C(F)(F)Cl,1.2324961,-2.7689826,0
DTXSID40521305,CC(C)COP(=O)(OCC(C)C)C(F)(F)C(F)(F)C(F)(F)F,4.3701634,8.359114,1
DTXSID40521320,O=C(O)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)I,-1.4240843,-0.31198055,0
DTXSID40522413,COC(O)C(F)(F)C(F)(F)C(F)(F)C(F)F,-0.47236052,12.369011,1
DTXSID40524775,O=C(O)C(F)(F)C(F)(F)Oc1c(F)c(F)c(F)c(F)c1F,11.687475,5.500722,6
DTXSID40525020,Fc1c(F)c(F)c2c(c1F)C(F)(F)C(F)(Br)C2(Cl)Cl,12.740488,7.424031,4
DTXSID40526456,O=C(NO)C(F)(F)C(F)(F)C(F)(F)F,-0.31252274,-2.1109073,0
DTXSID40526476,O=C(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3.5506573,-0.06864952,0
DTXSID40527009,O=C(O)C(F)(F)OC(F)(F)C(F)(F)S(=O)(=O)O,1.4661525,3.514614,0
DTXSID40527448,CCN(CC)CC(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.1574576,10.891991,1
DTXSID40528359,FC(F)C(F)(Cc1ccccc1)C(F)(F)F,14.374145,6.232288,4
DTXSID40529604,O=S(=O)(CC(Sc1ccccc1)c1ccco1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,9.428015,5.734432,1
DTXSID40529609,CC(=O)C(C(C)=O)C(CS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1ccco1,8.769478,4.755449,1
DTXSID40531247,FC(F)(F)N1C(F)(F)N(C(F)(F)F)C(F)(F)C1(F)F,-1.2851642,16.447765,2
DTXSID40533882,FC(F)(F)C(F)(CC(I)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,1.433894,13.185717,1
DTXSID40534793,FC(F)(F)NC(F)(F)C(F)(F)F,-1.9524275,15.851165,2
DTXSID40540213,COc1ccc(OC)c(OC(=O)C(F)(F)C(F)(F)C(F)(F)F)c1,12.305716,3.2136471,5
DTXSID40542353,O=P(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,8.235511,10.260658,1
DTXSID40542590,FC(F)(F)N(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,-2.3245056,17.246843,2
DTXSID40542616,FC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)F,-1.1921167,16.550419,2
DTXSID40542999,FC(F)(F)C(F)(F)[Te]C(F)(F)C(F)(F)F,-1.2969916,14.652734,1
DTXSID40543663,COC(=O)c1ccc(C(F)(F)C(F)(F)C(F)(F)F)o1,13.130001,3.8942661,5
DTXSID40544094,O=C(OOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4.591991,0.39189976,0
DTXSID40544291,[N-]=[N+]=NC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(=O)F,3.665467,-4.78334,0
DTXSID40544670,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(Cl)(Cl)Cl,2.0688362,15.098035,1
DTXSID40545622,OCCCC(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,1.1942828,12.435978,1
DTXSID40546710,O=C(O)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)O,1.5102137,3.462073,0
DTXSID40548411,NC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-1.3231981,14.570899,1
DTXSID40548577,FC1(F)C2CN=NC2C1(F)F,-1.3733423,11.345079,1
DTXSID40549504,CCCCCC(=O)C(F)(F)C(F)(F)F,0.7341901,-1.0406295,0
DTXSID40552018,FC(F)(F)OC(OC(F)(F)F)(OC(F)(F)F)OC(F)(F)F,-1.2870699,16.424938,2
DTXSID40553323,COc1ccc2c(C(=O)O)cccc2c1C(F)(F)C(F)(F)F,10.788399,5.617791,1
DTXSID40557609,[N-]=[N+]=NCCC(F)(F)C(F)(F)F,0.31621358,-1.8457315,0
DTXSID40561004,FC(F)=C(F)OC(F)(F)C(F)(F)C(F)(F)C(F)=C(F)F,3.3537722,-6.111349,0
DTXSID40566155,OCCOCC(F)(F)C(F)(F)F,-0.79051316,10.791974,1
DTXSID40566291,C[SiH2]CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-0.07412059,12.219351,1
DTXSID40566978,FC(F)(Br)C(F)(Br)C(F)(F)C(F)(F)C1(F)OC1(F)F,-2.428893,17.160238,2
DTXSID40567046,C[Si](C)(C)C(Br)CC(F)(Cl)C(F)(F)Br,1.3867793,9.274962,1
DTXSID40567687,NCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCN,0.08924236,11.150024,1
DTXSID40568255,FC(F)C(F)(Br)C(F)(Br)C(F)(F)F,-1.3279436,13.890074,1
DTXSID40568997,O=[N+]([O-])c1cccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1,12.285998,4.567456,5
DTXSID40571648,O=C(O)CCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.0875392,-0.07855934,0
DTXSID40571880,Cc1ccc2nc(C(F)(F)C(F)(F)C(F)(F)F)ccc2c1,12.62717,6.4151945,4
DTXSID40572135,C=CC(=O)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4.064812,-1.5280869,0
DTXSID40573147,Nc1ccc(S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,8.05557,5.597467,1
DTXSID40575045,COC(=O)c1cccc(S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)F)c1,8.63154,4.693301,1
DTXSID40575181,FC(F)(I)C(F)(F)C(F)(F)C(F)(F)c1ccccc1,14.076513,6.3715024,4
DTXSID40575747,Cc1c(C(F)(F)C(F)(F)F)noc1N,13.517371,7.3769746,4
DTXSID40578298,O=C(CC(=O)C(F)(F)C(F)(F)F)c1ccc2ccccc2c1,10.8934145,5.439,1
DTXSID40583342,OCc1ccc(OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,14.480698,5.453022,4
DTXSID40584192,CCCCCCCCC[C@H](O)C(F)(F)C(F)(F)F,1.3621112,10.208619,1
DTXSID40584995,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,5.320394,5.0261264,0
DTXSID40588675,O=C(CC(=O)C(F)(F)C(F)(F)F)c1cccs1,12.498577,2.9848118,5
DTXSID40590152,FC(F)(F)C(F)(F)COc1ccc(Br)cn1,15.238416,6.071814,4
DTXSID40591422,OCC(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,7.3520765,7.8585854,1
DTXSID40596518,O=CC(F)(C(F)(F)F)C(F)(F)F,0.5406152,-3.783365,0
DTXSID4059831,C=CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.0707545,3.36334,0
DTXSID4059833,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)O,3.3350809,-3.8285682,0
DTXSID4059835,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)N(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,8.552705,10.214441,1
DTXSID4059881,COC(=O)C(F)(F)C(F)(F)C(F)(F)F,-0.32447714,-2.1730442,0
DTXSID4059883,O=C(OOC(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,3.420011,-3.6893976,0
DTXSID4059912,FC(F)(F)C(F)(F)C(F)(F)CI,-1.1030885,12.873402,1
DTXSID4059914,OCC(F)(F)C(F)(F)C(F)(F)F,-1.0668918,12.874189,1
DTXSID4059916,O=C(O)C(F)(F)C(F)(F)C(F)(F)F,0.14279732,-4.089535,0
DTXSID4059918,O=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-1.153341,-3.945092,0
DTXSID4059966,OCC(F)(F)C(F)(F)F,-1.9515966,12.529942,1
DTXSID4059968,O=C(F)C(F)(F)C(F)(F)F,0.4493648,-4.382097,0
DTXSID40600245,OCCOCC(F)(F)C(F)(F)C(F)(F)C(F)F,-0.089961104,11.316878,1
DTXSID40603731,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C12C=CC(CC1)C2,2.463482,-1.9316893,0
DTXSID40605078,FC(F)(F)COC(F)(F)C(F)(F)Cl,-2.0283725,15.507485,2
DTXSID40607395,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,0.8789666,13.279171,1
DTXSID4060991,FC(F)=C(F)C(F)=C(F)F,3.3345788,-6.0493217,0
DTXSID40610223,FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,1.2706952,14.105766,1
DTXSID40611518,O=C(O)c1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,13.107393,4.320551,5
DTXSID40611957,O=C(OOC(=O)C(F)(F)C(F)(F)C(F)F)C(F)(F)C(F)(F)C(F)F,3.7976947,-2.7615283,0
DTXSID40614988,O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)F,4.9378433,6.3338714,1
DTXSID40615894,Fc1c(F)c(F)c(N2C(F)(F)C(F)(F)C(F)(F)C(F)(F)C2(F)F)c(F)c1F,11.883927,6.795302,4
DTXSID40616609,CC(F)(F)C(F)(F)C(O)(F)F,-1.5269433,13.366037,1
DTXSID40617035,FC(F)(F)C(F)(F)C(F)(F)C(F)(Br)Br,-1.346855,14.591848,1
DTXSID40617252,FC(c1ccc(Br)cc1)C(F)(F)C(F)(F)F,14.43634,6.2952676,4
DTXSID40617575,FC(F)(F)C1(F)c2ccccc2CC1(F)F,14.425632,6.335792,4
DTXSID40617691,O=C(N1c2ccccc2Sc2ccccc21)C(F)(F)C(F)(F)C(F)(F)F,10.251479,5.961078,1
DTXSID40627472,CCCOC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-0.05345066,12.054187,1
DTXSID4062933,FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,8.451547,10.866315,1
DTXSID40631433,CCC(=O)C(C)C(F)(F)C(F)(F)F,0.2852042,-1.5786027,0
DTXSID40631438,CCC(=O)C(C)C(F)(F)C(F)(F)C(F)(F)F,0.10299979,-1.2299447,0
DTXSID40631458,FC1=C(F)C2(F)C(F)(F)C1C(F)(F)C2(F)F,1.8848335,-5.471053,0
DTXSID40633472,Nc1ccc(C2=C(c3ccc(N)cc3)C(F)(F)C2(F)F)cc1,10.310663,5.9497604,1
DTXSID40634686,O=C(C(F)(F)F)C(F)(F)C(F)(Cl)C(F)(F)Cl,-0.54800856,-3.4535644,0
DTXSID4063660,C=C(C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,5.0009522,0.28956345,0
DTXSID40650447,CC(=O)OCC(F)(F)C(F)(F)F,0.33658293,-1.7670263,0
DTXSID40655199,Cl.N=C(N)C(F)(F)C(F)(F)C(F)(F)F,0.5958779,2.2871568,0
DTXSID4065949,O=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,4.1251054,0.33818835,0
DTXSID40660107,FC(F)CCCCC(F)(F)COP1(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)=NP(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)=NP(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)=N1,8.365244,8.177529,1
DTXSID40660263,CCCC(CCC)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)C(CCC)CCC,5.6728215,4.340946,0
DTXSID40663113,O=C(O)C(F)(F)C(F)(F)N1C(F)(F)C(F)(F)N(C(F)(F)C(F)(F)C(=O)O)C(F)(F)C1(F)F,3.8112438,-4.94723,0
DTXSID4066389,C=CC(F)(F)C(F)(F)Br,0.7387355,-3.7894003,0
DTXSID40672886,CCC(F)(F)C(F)(F)CCBr,-0.91116977,10.895169,1
DTXSID40674305,CCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6.1047773,4.2097926,0
DTXSID4067513,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,8.927135,9.57299,1
DTXSID4067987,FC(Br)(Br)C(F)(F)C(F)(Br)Br,-1.7919356,14.076121,1
DTXSID40679875,C=Cc1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,11.054578,8.396062,1
DTXSID40692928,FC(F)(F)C(F)(F)CCC(CCCCCCCCCBr)SC(CCCCCCCCCBr)CCC(F)(F)C(F)(F)F,5.944221,4.9086466,0
DTXSID40692943,CN(C)[Si](N(C)C)(N(C)C)C(F)(F)C(F)(F)C(F)(F)CCC(F)(F)F,1.9011173,9.677782,1
DTXSID4069422,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,8.503789,9.647373,1
DTXSID4069501,Cc1ccc(S(=O)(=O)[O-])cc1.FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[n+]1ccccc1,9.379226,5.7194414,1
DTXSID40696688,O=C([O-])C(=C(C(=O)[O-])C(F)(C(F)F)C(F)(F)F)C(F)(C(F)F)C(F)(F)F,3.7528193,-2.729991,0
DTXSID40699730,FC(F)(F)C(F)(OCCCCBr)C(F)(F)F,-0.12261411,11.01398,1
DTXSID40701160,CCO[Si](OCC)(OCC)C(F)(F)C(F)(F)C(F)(F)CCC(F)(F)F,1.5698963,9.841434,1
DTXSID40702839,C=C(F)C(=O)OCC(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,4.2121177,-2.7526207,0
DTXSID40703063,Fc1cc(Br)cc(F)c1C(F)(C(F)(F)F)C(F)(F)OC(F)(F)C(F)(c1c(F)cc(Br)cc1F)C(F)(F)F,10.07552,6.254742,1
DTXSID40703083,CN=C(N(C)C)[N+](C)(C)C.[O-]C(F)(F)C(F)(F)F,0.8333464,0.9964499,0
DTXSID4070322,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCI,8.501532,9.664251,1
DTXSID40703705,CC(C)CCOC(=O)[C@H](CC(C)C)NC(=O)C(F)(F)C(F)(F)C(F)(F)F,5.6046605,-1.5858363,0
DTXSID4070376,C=CC(=O)OCCN(C)S(=O)(=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4.2779155,3.8281505,0
DTXSID4070378,CN(CCC[N+](C)(C)CCC(=O)[O-])S(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3.3185787,3.7076037,0
DTXSID40706872,FC(F)(F)C(F)(Cl)C(Cl)(Cl)C(Cl)(Cl)Cl,2.0323539,8.245368,1
DTXSID4070827,C=C(C)C(=O)OCCCCN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3.5208125,3.2853458,0
DTXSID4070829,C=CCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.3305287,3.215239,0
DTXSID4070871,CCN(CCC[Si](Cl)(Cl)Cl)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.1745858,6.744168,3
DTXSID4070875,C=C(C)C(=O)OCCCCN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3.7190838,3.257932,0
DTXSID40710035,CSc1ccc(OS(=O)(=O)C(F)(F)C(F)(F)F)cc1,8.662328,5.7164207,1
DTXSID4071005,O=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,4.4124207,0.5178995,0
DTXSID40712059,O=C(O)C(O)(F)C(F)(F)F,0.3407292,-3.9027855,0
DTXSID40713526,C1CNCCN1.O=C(O)C(F)(F)C(F)(Cl)C(F)(F)C(F)(Cl)C(F)(F)C(F)(Cl)C(F)(F)Cl,1.9089113,0.7222649,0
DTXSID4071394,CN(CCCCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.7969915,6.1384573,3
DTXSID40728796,O=C(CCC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4.8653812,-1.1269029,0
DTXSID4073120,COC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-0.22826558,13.259418,1
DTXSID40741900,FC(F)(Cl)C(F)(Cl)Oc1ccccc1,15.471503,5.6769876,4
DTXSID40746071,CC1(C)[C@H]2CC[C@]1(C)C(=O)C2=C(O)C(F)(F)C(F)(F)C(F)(F)F.CC1(C)[C@H]2CC[C@]1(C)C(=O)C2=C(O)C(F)(F)C(F)(F)C(F)(F)F.CC1(C)[C@H]2CC[C@]1(C)C(=O)C2=C(O)C(F)(F)C(F)(F)C(F)(F)F.[Er],3.0596251,8.112235,1
DTXSID40746197,O=C(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)ON1C(=O)CCC1=O,5.07903,-1.5410722,0
DTXSID4074855,O=C(C(F)(C(F)(F)F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,-1.1943978,-4.101423,0
DTXSID4074932,O=C(C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,-0.90236634,-4.134869,0
DTXSID4075031,FC(Cl)(Cl)C(F)(F)C(Cl)Cl,1.5136247,8.4606905,1
DTXSID40750734,N#Cc1ccc(OC(=O)c2ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)cc1,10.267341,6.226926,1
DTXSID40750739,COC(=O)C1CCC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC1,1.2108814,0.18386213,0
DTXSID40751660,O=C(Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(F)(F)C(F)(F)C(F)(F)F,11.671635,5.5254283,6
DTXSID40752177,O=C(C=Cc1ccccc1)C(F)(F)C(F)(F)F,13.2181425,3.443014,5
DTXSID4075245,FC(F)C(F)(F)C(F)(F)C(F)(F)Cl,-2.1058462,13.713307,1
DTXSID4075297,FC(F)C(F)(F)C(F)(F)F,-1.464493,13.531418,1
DTXSID40755522,CCCCCCC(F)(C(F)(F)F)C(F)(F)C(C)(C)O,0.8788142,9.872875,1
DTXSID40756059,NS(=O)(=O)c1ccc(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,7.9941316,5.4478493,1
DTXSID40758533,[N-]=[N+]=NC(=O)c1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,11.7684965,4.606234,5
DTXSID40758997,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[I-],9.5206,6.0307856,1
DTXSID40760479,N#CC(F)(F)OC(F)(F)C(F)(F)I,-0.817472,12.858975,1
DTXSID40761663,FC(F)(F)C(F)(F)C(F)(F)c1cccnc1C(F)(F)C(F)(F)C(F)(F)F,11.772662,8.51153,1
DTXSID40762352,O=C(C#Cc1ccccc1)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,12.419532,4.4795284,5
DTXSID40762776,FC(F)(F)c1oc(C(F)(F)C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F,11.418856,7.854377,1
DTXSID40763208,O=C(Oc1cccc(-c2ccccc2)c1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,10.312713,6.551474,1
DTXSID40763445,CC(C=O)C(F)(F)C(F)(F)F,0.28872338,-1.9941837,0
DTXSID40763561,CC(=O)Nc1ccc(OC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,11.512014,4.0490932,5
DTXSID40764391,FC(F)(F)C(F)(F)C#COc1ccccc1,14.849514,5.6790147,4
DTXSID40765040,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(I)CCl,-0.17297144,12.353922,1
DTXSID40765262,CCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.4163494,10.942671,1
DTXSID40766557,COC(=O)C(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-0.47930425,-2.3572013,0
DTXSID40767468,FC(F)(F)C(F)(F)COCCCCCCCCCCCS,1.5691205,10.226754,1
DTXSID40767605,CCCCC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.103263184,11.501514,1
DTXSID40772133,O=C(NCCO)c1ccc(OC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,11.633545,3.7515078,5
DTXSID40772138,O.O.O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)O,4.9867187,6.327196,1
DTXSID40773105,CC(=O)O.OC(I)CC(F)(Cl)C(F)(F)Cl,0.512571,-0.29724336,0
DTXSID40773241,COCCCC1=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,0.68782395,-0.6629405,0
DTXSID40773625,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCO,1.8538741,11.637818,1
DTXSID40774435,NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-1.1502903,17.59769,2
DTXSID40774950,CCCCCCCCCCCCCCCCCCC(CCCCCCCCC(=O)Cl)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,5.9462185,4.979888,0
DTXSID40775124,FC(F)C(F)(F)C(F)(F)C(F)(F)C1NCCNCCN1,0.4605075,10.5306425,1
DTXSID40775760,FC(F)C(F)(F)COC(F)(F)C(F)(F)C(F)(F)F,0.4381728,13.6239395,1
DTXSID40778938,CC(=O)O.OCC(F)(F)C(F)(F)C(F)(F)C(F)F,-0.011266798,-1.3437278,0
DTXSID40780475,O=C(O)C(F)(F)OC(F)(OC(F)F)C(F)(F)F,-1.4894977,0.59777004,0
DTXSID40780652,FC(F)(F)C(F)(F)C(F)(F)c1nc2ccccc2nc1C(F)(F)C(F)(F)C(F)(F)F,10.953206,7.3206053,1
DTXSID40780879,CC1C(C)C(F)(F)C1(F)F,-1.5133604,11.710982,1
DTXSID40781765,C=CCNCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.4564044,-2.0189686,0
DTXSID40781806,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCS,1.7329826,13.119382,1
DTXSID40785006,O=COC(F)(F)C(F)(F)F,0.7325621,-3.8732138,0
DTXSID40787060,O=C(C(F)(OC(F)(F)F)C(F)(F)F)C(F)(OC(F)(F)F)C(F)(F)F,-1.3113942,1.322963,0
DTXSID40788890,COCCOCC(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.1358368,10.898082,1
DTXSID40791081,OCCOC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.903521,12.538503,1
DTXSID40791804,FC(F)(F)C(F)(F)CCc1ccccc1,14.986043,5.679339,4
DTXSID40795347,O=S(=O)(C(=Cc1ccccc1)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,8.323904,5.3168683,1
DTXSID40795408,O=P(O)(O)Cc1ccc(OC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,8.449534,4.8016887,1
DTXSID40796293,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)[C](F)(F)[Hg][I],1.2451638,13.489608,1
DTXSID40796596,O=C(Cl)c1ccccc1OC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,11.510864,4.0552373,5
