DTXSID,SMILES,umap_1,umap_2,cluster
DTXSID20276407,NC(F)(F)C(F)(F)C(F)(F)F,-1.7628925,14.114652,1
DTXSID20276962,CC(C)(C)O[Si](OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)OC(C)(C)C,2.7045565,9.480522,1
DTXSID20285756,CCCC(=O)C(F)(F)C(F)(F)F,0.5269186,-1.6769947,0
DTXSID20285776,O=C(c1ccccc1)C(F)(F)C(F)(F)C(F)(F)F,13.572679,4.0107164,5
DTXSID20290385,FC(F)(Cl)C(F)(Cl)C(Cl)Cl,1.5342814,8.462417,1
DTXSID20290784,CSC(=N)C(F)(F)C(F)(F)F,0.3825772,-2.267758,0
DTXSID20292864,CC(C)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,2.3716295,10.150989,1
DTXSID20293634,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.c1ccc(N2CCNCC2)cc1,10.949246,3.803314,5
DTXSID20296261,O=[N+]([O-])CC(C[N+](=O)[O-])C(F)(F)C(F)(F)C(F)(F)F,4.952061,-2.38074,0
DTXSID20297511,FC(F)(F)C(F)(C1=NS1(F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,1.8203092,-6.5745115,0
DTXSID20298462,FC1(F)C(I)=C(I)C1(F)F,2.266227,-4.9804378,0
DTXSID2029905,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3.3725178,12.479339,1
DTXSID20304976,FC1(F)C2Cc3ccccc3C2C1(F)F,15.019965,5.6671968,4
DTXSID20310330,FC(F)(F)OOC(F)(F)C(F)(Cl)Cl,-2.0778053,15.495235,2
DTXSID20315906,O=C(N1CCCC1)C(F)(F)C(F)(F)C(F)(F)F,0.56201375,-0.7572965,0
DTXSID20326739,O=C(C(=O)C(F)(F)C(F)(F)C(F)(F)F)c1ccccc1,12.831679,3.1949906,5
DTXSID20329907,FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COc1nc(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)nc(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)n1,9.956034,8.051528,1
DTXSID20330018,CC(C)(C)C(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)C(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)C(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)F.[Fe],3.043547,8.073091,1
DTXSID20330472,O=S(=O)(CS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4.402541,6.4839826,1
DTXSID20330477,CC(C)(C)c1cc(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc(C(C)(C)C)c1,9.146281,4.9467487,1
DTXSID20330598,FC(F)C(F)(F)C(F)(F)C(F)(F)COCC1(COCC(F)(F)C(F)(F)C(F)(F)C(F)F)COC1,2.964923,10.472518,1
DTXSID20331161,CC(C)(C)C(=O)[CH-]C(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)C(=O)[CH-]C(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)C(=O)[CH-]C(=O)C(F)(F)C(F)(F)C(F)(F)F.[Gd+3],3.0599115,8.107383,1
DTXSID20335129,FC(F)(Br)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br,1.595571,14.77174,1
DTXSID20335700,COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-0.5436889,-2.3970037,0
DTXSID20336479,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCO,0.09440691,11.109175,1
DTXSID20336792,CCCCCCCCOC(=O)C(F)(F)C(F)(F)F,1.1508571,0.2953154,0
DTXSID20336873,CCCCCCCCCC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,1.7355373,0.86442906,0
DTXSID20337244,CC(C)(O)C(F)(F)C(F)(F)C(F)(F)F,1.1744524,9.066805,1
DTXSID20337264,CCCCCCCCCC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,1.431927,0.8253201,0
DTXSID20337380,CCCCOC(=O)C(CC)OC(=O)C(F)(F)C(F)(F)C(F)(F)F,5.3247423,-1.9591945,0
DTXSID20337446,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCS,2.6183534,12.840361,1
DTXSID20337466,O=CC(F)(F)C(F)(F)C(F)(F)C(F)F,0.43136254,-3.7538643,0
DTXSID20339369,FC(=CCC(F)(F)C(F)(F)F)C(F)(F)CCC(F)(F)C(F)(F)F,2.8014598,-2.3825455,0
DTXSID20340298,FC(F)(F)C(F)(F)C(F)(F)C=NCCc1ccccc1,13.082255,3.797049,5
DTXSID20341902,FC(F)(F)C(F)(F)SSC(F)(F)C(F)(F)F,-0.15343377,13.351406,1
DTXSID20343926,FC1=C(F)C(F)(F)C(F)(F)C(F)=C1F,3.3024929,-6.0048804,0
DTXSID20347060,CC(Cc1ccccc1)NC(=O)C(F)(F)C(F)(F)C(F)(F)F,12.970979,3.2283998,5
DTXSID20348355,FC(F)(F)C(F)(F)c1nc(C(F)(F)C(F)(F)F)c(C(F)(F)C(F)(F)F)c(C(F)(F)C(F)(F)F)c1C(F)(F)C(F)(F)F,10.293741,7.9501452,1
DTXSID20371062,O=C(c1ccccc1)n1nc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,10.630114,7.3827424,1
DTXSID20371103,FC(F)(F)C(F)(F)C(F)(F)[C]([Hg][C](C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)F)C(F)(F)F,8.386038,10.96546,1
DTXSID20371229,OCCCC(F)(Cl)C(F)(F)Br,-1.4320846,11.454203,1
DTXSID20371289,FC(F)(F)C(F)(Br)C(F)(F)F,-1.7700408,14.114635,1
DTXSID20371305,C=C(Br)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.085236,-3.5378304,0
DTXSID20371325,O=C(F)C(F)(Br)C(F)(F)F,0.4532302,-4.3701444,0
DTXSID20371466,Cc1[nH]nc(C(F)(F)C(F)(F)C(F)(F)F)c1Cl,13.343067,7.3344383,4
DTXSID20371481,FC(F)(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,2.4357474,14.94334,1
DTXSID20371921,CCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3.8043394,0.12552406,0
DTXSID20371926,CCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)F,-0.35047662,-2.076266,0
DTXSID20372190,C=CCOCC(F)(F)C(F)(F)C(F)(F)F,1.6939352,-2.4093702,0
DTXSID20375106,O=C(O)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(=O)O,3.7000222,-4.8170586,0
DTXSID20375287,FC(F)(Br)C(F)(Br)Br,-1.9574343,13.142277,1
DTXSID20377822,CC(=O)CC(=O)C(F)(F)C(F)(F)F,3.6394525,-3.653702,0
DTXSID20377827,NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-1.0983388,-3.85482,0
DTXSID20378298,FC(F)(F)c1cccc(C(F)(F)C(F)(F)c2cccc(C(F)(F)F)c2)c1,10.88452,6.3906097,1
DTXSID20379346,FC(C(F)(F)F)C(F)(F)OCC(F)(F)F,-0.39233586,13.360145,1
DTXSID20379361,FC(F)C(F)(F)C(F)(F)C(F)(F)COP1(OCC(F)(F)C(F)(F)C(F)(F)C(F)F)=NP(OCC(F)(F)C(F)(F)C(F)(F)C(F)F)(OCC(F)(F)C(F)(F)C(F)(F)C(F)F)=NP(OCC(F)(F)C(F)(F)C(F)(F)C(F)F)(OCC(F)(F)C(F)(F)C(F)(F)C(F)F)=N1,7.9977174,8.316266,1
DTXSID20379422,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC1COCC1CI,2.9333324,10.867442,1
DTXSID20379427,FC(F)(F)C(F)(F)C(F)(I)C(F)(F)F,-1.3252484,14.617469,1
DTXSID20379548,COC(=O)C(F)(OC)C(F)(F)F,0.5233889,-1.6886569,0
DTXSID20379563,COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4.3840046,0.4525472,0
DTXSID20379700,FC(F)C(F)(F)C(F)(F)C(F)(F)F,-1.3335879,13.826309,1
DTXSID20379705,Cc1cc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)n[nH]1,13.209871,7.667453,4
DTXSID20379765,COCC(F)(F)C(F)(F)F,-2.113256,11.358603,8
DTXSID20379780,O=C(O)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,-1.0856783,-3.8036199,0
DTXSID20379785,FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,2.705409,14.866535,1
DTXSID20379806,FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,8.507907,10.591892,1
DTXSID20379861,C=C(C)C(=O)OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4.665382,-1.9172516,0
DTXSID20379886,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,2.9545014,12.763908,1
DTXSID20379907,OCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,2.1214838,12.225421,1
DTXSID20379927,CC=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.8016667,-2.2493026,0
DTXSID20379947,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCS,1.4452972,12.9910145,1
DTXSID20379982,C=C(CC(=O)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)O,4.7192917,-1.2074083,0
DTXSID20379987,Cc1cc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)n[nH]1,10.858705,8.038345,1
DTXSID20380250,C=CC(F)(OC(F)(F)F)C(F)(F)F,0.6916883,-3.6243775,0
DTXSID20380270,FC(F)(Cl)C(F)(Br)C(F)(F)C(F)(Br)C(F)(F)C(F)(Cl)Br,1.566142,15.148764,1
DTXSID20380674,C=CC(F)(C(F)(F)F)C(F)(F)F,0.72044766,-3.6782131,0
DTXSID20380811,FC(F)(F)C(F)(F)COC(F)(Br)C(F)(Br)C(F)(F)F,0.40200114,13.411673,1
DTXSID20380851,C1COCC[NH2+]1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.4815404,6.516131,3
DTXSID20380871,C=C(C)C(=O)OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4.6572995,-1.3156039,0
DTXSID20380876,COC(=O)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(=O)OC,3.744263,-4.7828255,0
DTXSID20381045,OCC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-0.98331445,16.909113,2
DTXSID20381666,Oc1ccccc1OC(F)(F)C(F)(F)F,15.373296,6.0913687,4
DTXSID20382052,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CI,1.2480133,13.469216,1
DTXSID20382072,C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4.1626635,-0.18141772,0
DTXSID20382113,CCOC(=O)C(F)(F)C(F)(F)Cl,0.20505962,-2.0534365,0
DTXSID20382118,O=C(Cl)C(F)(F)C(F)(F)Cl,-0.12002701,-3.1371338,0
DTXSID20382153,N#CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.1737133,13.513391,1
DTXSID20382158,FC(F)C(F)(F)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,0.83676946,13.7597475,1
DTXSID20382173,CC(=O)CC(F)(C(F)(F)F)C(F)(F)F,-0.3588813,-1.9901787,0
DTXSID20382274,COS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.46767056,6.076586,3
DTXSID20382355,CCO[Si](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OCC)OCC,3.4604607,10.306933,1
DTXSID20382618,OCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.139762,12.212168,1
DTXSID20385341,O=C(N1CCOCC1)C(F)(F)C1(F)OC(F)(F)C(F)(F)C1(F)F,0.26493564,0.07984579,0
DTXSID20388978,CC12CCC(C(=C([O-])C(F)(F)C(F)(F)C(F)(F)F)C1=O)C2(C)C.CC12CCC(C(=C([O-])C(F)(F)C(F)(F)C(F)(F)F)C1=O)C2(C)C.CC12CCC(C(=C([O-])C(F)(F)C(F)(F)C(F)(F)F)C1=O)C2(C)C.[Pr+3],3.027567,8.078483,1
DTXSID20390713,O=[C-]C(F)(F)C(F)(F)C(F)(F)F.[C-]#[O+].[C-]#[O+].[C-]#[O+].[Mo].[c-]1[c-][c-][cH-][c-]1,10.664997,3.4259083,5
DTXSID20394918,Nc1nnc(C(F)(F)C(F)(F)F)s1,13.545904,7.415254,4
DTXSID20396477,O=S(=O)(OCC(F)(F)C(F)F)C(F)(F)F,0.065722495,6.2481747,3
DTXSID20399867,O=C(Nc1ccc(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1)c1cccnc1,10.152717,6.123514,1
DTXSID20402082,CCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6.0307555,4.0320883,0
DTXSID20409617,Cc1ccc2sc(NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)F)nc2c1,12.006407,5.3144674,6
DTXSID2041915,FC(F)(F)C(F)(F)F,-1.9700196,13.17167,1
DTXSID20421713,NC(=S)NN=Cc1nccc2c(C(F)(F)C(F)(F)C(F)(F)F)cccc12,10.989176,5.4040627,1
DTXSID2042301,FC(F)(Cl)C(F)(F)C(F)(Cl)Cl,1.5200459,8.395046,1
DTXSID20431978,FC(F)(F)C1(F)C(F)(F)C(F)(F)C1(F)F,-1.2613295,14.666641,1
DTXSID20433053,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)P(F)(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,8.472614,10.813445,1
DTXSID20433679,FC1CC(F)(F)C1(F)F,-1.3187981,13.01806,1
DTXSID20434227,O=C1C=CC(C(F)(F)C(F)(F)C(F)(F)F)O1,4.6777725,-3.2952733,0
DTXSID20440585,CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.3189034,11.026979,1
DTXSID20443273,OC(CCl)CN(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC(O)CCl,1.6741343,9.749165,1
DTXSID20443293,O=C(O)c1ccc([Si](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,9.349926,8.241442,1
DTXSID20444220,NCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.5695531,12.393361,1
DTXSID20446284,[N-]=[N+]=[N][Sn]([CH2]CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)([CH2]CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)[CH2]CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,8.783792,8.840585,1
DTXSID2044630,O=C(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F,-1.1484661,1.5177685,0
DTXSID20446486,O=C(F)C(F)(C(F)(F)F)S(=O)(=O)F,1.5167245,3.4430978,0
DTXSID20447695,O=C1CCCCC1C(F)(F)C(F)(F)F,0.66950476,-1.1412126,0
DTXSID20450285,OCCOCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.1222584,12.198576,1
DTXSID20451116,O=C(OCc1ccc(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1)ON1C(=O)CCC1=O,11.364108,3.4964194,5
DTXSID20454425,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)c1ccccc1,14.063073,6.3654575,4
DTXSID20455093,O=C(OC(F)(F)C(F)(F)F)C(F)(F)F,0.2634392,-4.1695724,0
DTXSID20455371,FC(Cl)C(F)(F)C(F)(F)F,-1.8128961,13.603888,1
DTXSID20458928,FC(F)(F)C(F)(F)C(F)(F)C(Cc1ccccc1)(C(F)(F)F)C(F)(F)F,11.851447,8.56603,1
DTXSID20459495,CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-0.17530467,13.297038,1
DTXSID20461619,FC1(F)CC(F)(F)C(F)(F)C1(F)F,-1.6128767,14.240919,1
DTXSID20462500,C=CS(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.1174893,-0.75534356,0
DTXSID20464266,O=C(CI)NCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.1672478,-0.27808928,0
DTXSID20465531,O=C(c1ccccc1)C(F)(C(F)(F)F)C(F)(F)F,13.560566,4.0383267,5
DTXSID20471970,CCOC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.3096576,-0.4416935,0
DTXSID20475519,CCOC(F)(F)C(F)(F)OCC,-0.67947143,10.684797,1
DTXSID20476021,FC(F)(F)C(F)(F)C1CC(F)(F)C1(F)F,-0.12429236,13.383641,1
DTXSID20476364,FC(F)(F)C(F)(c1ccc(I)cc1)C(F)(F)F,14.433092,6.324006,4
DTXSID20477311,OCCSC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-0.040146865,12.083571,1
DTXSID20477472,CNCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.54380375,10.485599,1
DTXSID20479077,[N-]=[N+]=NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.0680115,-0.6420949,0
DTXSID20485239,Nc1cc(C(F)(F)C(F)(F)C(F)(F)F)ccc1O,14.11922,6.590349,4
DTXSID20501049,FC(F)C(F)(F)C(F)(F)C(F)(F)CBr,-0.7044737,13.199618,1
DTXSID20501504,O=C(CC(F)(F)F)C(F)(F)C(F)(F)F,0.12903655,-4.048141,0
DTXSID20502834,O=C(C(=O)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,2.8407238,-4.0964403,0
DTXSID20503947,FC(F)(F)C(F)(F)Sc1ccccc1,15.496448,5.6539617,4
DTXSID20505825,C#CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-0.26876688,13.317215,1
DTXSID20507187,O=C1c2c(F)c(F)c(F)c(F)c2C(F)(F)C1(F)F,11.73133,5.4746337,6
DTXSID20507566,FC(F)(F)C(=C(C(F)(F)F)C(F)(F)C(F)(F)F)C(F)(F)F,1.7277541,-6.3231525,0
DTXSID20508513,O=NC1(F)C(F)(F)C(F)(F)C1(F)F,0.19109909,-3.9494298,0
DTXSID20508972,O=C(c1ccc(Br)cc1)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F,10.44286,7.5086136,1
DTXSID20512034,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1ccccc1,11.863798,8.64235,1
DTXSID20512317,COC(=O)C(F)(F)C(F)(F)C(=O)F,3.503407,-4.102386,0
DTXSID20517504,C=CC#CC(C)(C)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,0.88253325,0.12351699,0
DTXSID20518354,CC1=C(F)C(F)(F)C(F)(F)c2c(F)c(F)c(F)c(F)c21,11.726944,5.4817615,6
DTXSID20519220,FC1=C(C(F)(F)F)C(F)(F)C(F)(F)C(F)(Br)C1(F)F,1.762314,-6.1364923,0
DTXSID20519826,FC(F)(F)C(F)(F)n1sn1C(F)(F)C(F)(F)F,13.216457,7.6883235,4
DTXSID20520073,FC1(F)ON1C(F)(F)C(F)(F)Cl,-2.0315895,15.621128,2
DTXSID20521323,CCOC(=O)C(F)(F)OC(F)(F)C(F)(F)Br,-0.63064605,-0.39952987,0
DTXSID20525008,Fc1c(F)c(F)c2c(c1F)C(F)(F)C(F)(F)C2(F)Br,12.510555,7.2427616,4
DTXSID20527007,O=S(=O)(F)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.41544083,5.0110326,3
DTXSID20527426,O=[N+]([O-])C(F)(C(F)(F)F)C(F)(F)OS(=O)(=O)F,1.4986289,3.472932,0
DTXSID20527446,CCOCC(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.7644968,11.592617,1
DTXSID20528473,O=C(OOC(=O)C(F)(OC(F)(F)F)C(F)(F)F)C(F)(OC(F)(F)F)C(F)(F)F,3.801909,-4.93103,0
DTXSID20529607,O=[N+]([O-])CC(CS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1ccco1,8.627932,4.813565,1
DTXSID20529900,N#CC1=C(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,2.182622,-5.0358562,0
DTXSID20530076,FC1=C(c2c(F)c(F)c(F)c(F)c2F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,11.696039,5.5828705,6
DTXSID20531068,CCOP(=O)(OCC)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,4.7003527,8.294211,1
DTXSID20531189,C=CCC(F)(C(=O)O)C(F)(F)F,4.742343,-3.4519775,0
DTXSID20531245,FC(F)(F)C(F)(F)N1SSSSN1C(F)(F)C(F)(F)F,0.017729355,11.538271,1
DTXSID20532050,FC1(F)N(C2(F)C(F)(F)C(F)(F)C(F)(F)C2(F)F)C(F)(F)C(F)(F)C1(F)F,-1.3918821,17.758675,2
DTXSID20535647,CCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.32756287,10.778608,1
DTXSID20536932,CC(C)(O)C(F)(Cl)C(F)(F)F,1.1692604,9.057012,1
DTXSID20539241,FC1(F)C2C=CC(C2)C1(F)F,0.902139,-2.1739593,0
DTXSID20541223,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)[C](F)(F)[Cd][C](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,8.354173,10.990453,1
DTXSID20543520,CSC(F)(F)C(F)(F)C(=O)F,0.551929,-1.9378594,0
DTXSID20544057,O=C=NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CN=C=O,3.9667056,-1.9071931,0
DTXSID20544299,O=S(=O)(O)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)S(=O)(=O)O,4.9896717,6.2939873,1
DTXSID20546556,CC(=O)CCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.51335216,-0.69204795,0
DTXSID20548636,CSC(=O)C#CC(F)(F)C(F)(F)F,0.3597812,-1.6367141,0
DTXSID20549522,N#Cc1cccc(CC(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F)c1,11.731236,8.170676,1
DTXSID20552157,FC(F)(F)C(F)(c1nnnc(C(F)(C(F)(F)F)C(F)(F)F)c1C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,10.455625,7.9368267,1
DTXSID20552874,Nc1cc(Cl)c(OCC(F)(F)C(F)(F)C(F)(F)C(F)F)c(Cl)c1,12.844884,6.6194887,4
DTXSID20553684,FC(F)(F)C1(F)OC(F)(C(F)(F)F)C(F)(F)C1(F)F,-2.3967164,17.177263,2
DTXSID20554611,O=S(=O)(O)C(F)(F)C(F)(F)OCC(F)(F)F,0.33335638,6.14481,3
DTXSID20556195,CCCCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,2.3082252,10.93961,1
DTXSID20556913,FC(F)(F)C(F)(F)C(F)(F)N1C(F)(F)C(F)(F)OC(F)(F)C1(F)F,-1.0784514,16.720251,2
DTXSID20556918,N#CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)=C(F)F,2.6898086,-5.7160125,0
DTXSID20560459,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(Cl)(Cl)Cl,-2.516132,13.988061,1
DTXSID20561002,O=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3.2453773,-1.1526252,0
DTXSID20563889,NCc1ccc(C(F)(F)C(F)(F)F)cc1,14.975682,5.669925,4
DTXSID20565621,Fc1nc(F)c(F)c(SC(F)(F)C(F)(F)F)c1F,12.478797,7.231712,4
DTXSID20566779,Nc1ccncc1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,11.8050165,8.510215,1
DTXSID20567044,C[Si](C)(C)C(I)CC(F)(F)C(F)(F)Br,1.3450472,9.28637,1
DTXSID20567807,CO[Si](CCCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OC)OC,2.0876446,1.2063805,0
DTXSID20568672,FC(F)=C(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.6588902,-5.665923,0
DTXSID20570533,CCOC(=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-0.19702293,-1.3487439,0
DTXSID20570654,OC1(O)C(F)C(F)(F)C1(F)F,-1.4688768,12.449892,1
DTXSID20570917,FC(F)(F)C(F)(F)C(Cl)(Cl)CCCl,-1.9956733,12.071231,1
DTXSID20571181,CCOP(=O)(NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCC,4.249723,7.8092003,1
