DTXSID,SMILES,risk_score,seed_label
DTXSID90880999,*C(F)(F)F.*F.FC(=CC(F)(F)F)C(F)C(F)(F)F,0.7708282179291531,-1
DTXSID30382109,O=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,0.770715196441624,-1
DTXSID70896159,O=C(Nc1ccnc(=O)[nH]1)C(F)(F)C(F)(F)C(F)(F)F,0.7705357494250658,-1
DTXSID60217076,O.O.O=C(CC(=O)C(F)(F)F)C(F)(F)F,0.7705034592483309,-1
DTXSID10880956,CCOP(CC)OCC.FC(F)(F)C(F)(I)C(F)(F)F,0.7704422513852083,-1
DTXSID50880955,CCOP(CC)OCC.FC(F)(F)C(F)(F)C(F)(F)I,0.7704422513852082,-1
DTXSID70431266,C=CC(=O)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.7700926257354022,-1
DTXSID80752176,O=C(C=CC1CCCCC1)C(F)(F)C(F)(F)F,0.7697838524488565,-1
DTXSID50896738,Nc1ncnc2c1nc(C(F)(F)C(F)(F)C(F)(F)F)n2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,0.7697716157224748,-1
DTXSID10543837,CCOc1ccc(C2(C(=O)Cl)CC(F)(F)C2(F)F)cc1,0.7697382487077666,-1
DTXSID70292455,C=CNC(=O)C(F)(F)C(F)(F)C(F)(F)F,0.769442631685115,-1
DTXSID3059925,CCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)OCC,0.7692050883262903,-1
DTXSID90510385,FC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)=C(F)F,0.7687642735014506,-1
DTXSID30880554,CN(CCC[N+](C)(C)CC(=O)[O-])S(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.7684793566205411,-1
DTXSID4041284,C[N+](C)(CCCNS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC(=O)[O-],0.768479356620541,-1
DTXSID70628472,CCc1nc(C(F)(F)C(F)(F)C(F)(F)F)ncc1C(=O)O,0.7680400505927534,-1
DTXSID80542554,N#CC1CC(F)(F)C1(F)Cl,0.767940507034328,-1
DTXSID10896274,COc1c2c(c(OC)c3occc13)OC(O)(C(F)(F)C(F)(F)C(F)(F)F)CC2=O,0.7678189286027257,-1
DTXSID10379279,CCCCC=CC(F)(F)C(F)(F)C(F)(F)F,0.7673367688914461,-1
DTXSID30896019,CCCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.7670826341920276,-1
DTXSID30880514,FC(F)=C(F)OC1(F)OC(F)(C(F)(F)F)C(F)(F)OC1(F)C(F)(F)F,0.7668419909581534,-1
DTXSID30896276,COc1c2c(c(OC)c3occc13)OC(O)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC2=O,0.7667512951896667,-1
DTXSID90892916,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,0.7662508885193711,-1
DTXSID40825830,FC(F)=C(F)OC(F)(F)OC(F)(F)F,0.7662400287990423,-1
DTXSID10505596,O=C(Nc1ccccc1)C(F)(F)C(F)(F)F,0.7662101604703724,-1
DTXSID80458500,CS(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.7661950155018993,-1
DTXSID40893397,CC(CSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)[O-].[Li+],0.7646058466594797,-1
DTXSID70881161,CN(CC(=O)[O-])CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+],0.7642615904052136,-1
DTXSID40292124,O=C(CC(=O)C(F)(F)C(F)(F)C(F)(F)F)c1csc2ccccc12,0.7637767637393884,-1
DTXSID70382123,CC(Br)CC(F)(Cl)C(F)(F)Br,0.7637724430181156,-1
DTXSID40511706,CC(C)(C)OOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.7637598247840884,-1
DTXSID50881129,*NS(=O)(=O)c1ccc(OC(=C(C(F)(F)F)C(C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F)C(F)(F)F)cc1.CCC[N+](C)(C)C.COS(=O)(=O)[O-],0.7637586375547485,-1
DTXSID00380854,C=CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC=C,0.7632812116947791,-1
DTXSID70298795,O=P(O)(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.7629662750383744,-1
DTXSID40895457,FC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.7629295404482491,-1
DTXSID80346236,FC(F)(F)C(F)(F)C1(C(F)(F)C(F)(F)F)C=CC=CC=C1,0.76266160523017,-1
DTXSID10694136,FC(=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,0.7619678935247877,-1
DTXSID30895284,FC(=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,0.7619678935247877,-1
DTXSID90892956,C[N+](C)([O-])CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.7618316441644307,-1
DTXSID30818332,FC(F)(F)C1C(F)(F)OC(F)(F)C1(F)F,0.7615498737199662,-1
DTXSID00896081,CCOC(=O)CNC(CC(=O)OCC)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.7614833805080381,-1
DTXSID10621407,FC(F)(F)C(F)(F)C(F)(F)CC[Si](Cl)(Cl)Cl,0.7612296814673931,-1
DTXSID30565652,O=C(OOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.7610531046359914,-1
DTXSID4075245,FC(F)C(F)(F)C(F)(F)C(F)(F)Cl,0.7604447515320897,-1
DTXSID60193068,CC(C)C(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)F,0.7603511955443985,-1
DTXSID70189215,C=COC(=O)C(F)(F)C(F)(F)F,0.7602942337249228,-1
DTXSID60865157,FC(F)=C(F)OC(F)(F)C(F)(Oc1c(F)c(F)c(F)c(F)c1F)C(F)(F)F,0.760115672462939,-1
DTXSID80198893,FC(F)(c1nnc(-c2ccccc2)o1)C(F)(F)C(F)(F)c1nnc(-c2ccccc2)o1,0.7590722673371233,-1
DTXSID70895763,CCCCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.7589259868999544,-1
DTXSID90839967,O=C(CC(=O)C(F)(F)C(F)(F)F)c1ccc2cc3ccccc3cc2c1,0.7589112849764712,-1
DTXSID90750744,O=C1c2cc(F)c(F)cc2C(F)(F)C1(F)Br,0.7588269466287714,-1
DTXSID40895694,CCOC(=O)C(N)CC(F)(F)C(F)(F)C(F)(F)F,0.7584767287945542,-1
DTXSID50896511,FC(F)=C(F)OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F,0.7584149807477535,-1
DTXSID80896701,CC(=O)C=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.7582591089889416,-1
DTXSID80896529,CC(OC(=O)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(C)(C)C,0.7580467702435251,-1
DTXSID70464958,Cc1sc2ccccc2c1C1=C(c2c(C)sc3ccccc23)C(F)(F)C(F)(F)C1(F)F,0.7579405024249266,-1
DTXSID70462919,COC(F)(F)C(F)(F)OC,0.7576162601272255,-1
DTXSID50449869,C=CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC=C,0.7574455209544837,-1
DTXSID10785356,O=C(O)O.OCC(F)(F)C(F)(F)C(F)(F)C(F)F.OCC(F)(F)C(F)(F)C(F)(F)C(F)F,0.7573260375894302,-1
DTXSID60895196,CCCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.7569680397178774,-1
DTXSID6068145,C[N+](C)(C)CCCN(CC(=O)[O-])S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.7568484421853048,-1
DTXSID90587491,C=CC(=O)OC(F)(F)C(F)(F)F,0.7566220467301157,-1
DTXSID80382073,CC(=O)OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.7565481084353346,-1
DTXSID90895624,CCOC(=O)CC(O)C(F)(F)C(F)(F)C(F)(F)F,0.756529748583356,-1
DTXSID00768577,FC(=CC(F)(F)C(F)(F)F)N=Nc1ccccc1,0.7565173245980517,-1
DTXSID00880203,NS(=O)(=O)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)(C(=O)[O-])C(F)(F)F.[NH4+],0.7563665227832841,-1
DTXSID30405382,O=[N+]([O-])c1ccc(OC(F)(F)C(F)(F)F)cc1,0.7562345730710767,-1
DTXSID80195281,OCC(F)(F)C(F)(F)CO,0.7555177472076414,-1
DTXSID701023747,O=C(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)S(=O)(=O)F)C(F)(F)OC(F)(F)C(F)(F)S(=O)(=O)F)C(F)(F)F,0.7552456989267163,-1
DTXSID70409405,CCN(CC)C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,0.7549955147864347,-1
DTXSID20722151,CC(C#N)OC(F)(F)C(F)(F)C(F)CC(F)(F)F,0.7548162485369024,-1
DTXSID00337368,CC(O)CCC(F)(F)C(F)(F)F,0.7543696402069869,-1
DTXSID10896390,CCSc1c(C(F)(C(F)(F)F)C(F)(F)F)ccc(C(=O)O)c1C,0.7539108284536729,-1
DTXSID50456573,FC(F)(F)C(F)(F)CCCS,0.752603835021553,-1
DTXSID10694151,CC(C)(C)C(=O)CC(=O)C(F)(F)C(F)(F)OC(F)(F)F.CC(C)(C)C(=O)CC(=O)C(F)(F)C(F)(F)OC(F)(F)F.[Cu],0.7525100966335195,-1
DTXSID70896295,FC(F)(F)C(F)(CCCCI)C(F)(F)F,0.7524588629814664,-1
DTXSID90806710,O=S(=O)(Cl)c1ccc(OC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1OC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.7520209801253389,-1
DTXSID2070502,CCN(CCC[Si](Cl)(Cl)Cl)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.7511632364088304,-1
DTXSID80794091,O=CC=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.7503706520351465,-1
DTXSID10895626,O=CC=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.7503706520351465,-1
DTXSID70850019,O=C(c1ccccc1Br)C(F)(F)C(F)(F)F,0.7502477858183223,-1
DTXSID20831378,CCC(=O)O.OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,0.7494536697187064,-1
DTXSID60188999,OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)CO,0.7492047583204927,-1
DTXSID10374047,O=C(c1ccc(Cl)cc1)C(F)(F)C(F)(F)F,0.7491697850147758,-1
DTXSID70786581,ON=C1C(F)C(F)(F)C1(F)F,0.749094742910934,-1
DTXSID80896660,FC(F)(F)C=CC(F)(F)C(F)(F)C(F)(F)F,0.7486348075043205,-1
DTXSID80785606,CC(C)(c1ccc(C(F)(F)C(F)(F)c2ccccc2)cc1)[N+](=O)[O-],0.7468991506755703,-1
DTXSID70886373,COC(O)C(F)(F)C(F)(F)F,0.7464031129182482,-1
DTXSID8052017,FC(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,0.7463624601392854,-1
DTXSID30470131,OC1OCC(F)(F)C1(F)F,0.7462832013823898,-1
DTXSID10896754,O=C([O-])CNCCN(CCN(CCN(CCN(CC(=O)[O-])S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[K+].[K+].[K+].[K+].[K+],0.7451719123619495,-1
DTXSID60754315,FC(=NBr)C(F)(F)C(F)(F)C(F)(F)F,0.745114188622216,-1
DTXSID60231732,O=C(SCc1ccccc1)c1ccccc1NC(=O)C(F)(F)C(F)(F)C(F)(F)F,0.7447928932848155,-1
DTXSID00880581,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Cr+3],0.7446921459143043,-1
DTXSID1042025,FC(Cl)C(F)(Cl)C(F)(F)F,0.7444733563927458,-1
DTXSID60818941,CCC(=O)C(C)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.7442051820487109,-1
DTXSID20757140,OCCOC(F)(F)C(F)(F)F,0.7437352667580885,-1
DTXSID20755484,CC(=O)O.OCC(Br)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.7435834978723823,-1
DTXSID20631431,FC(F)(F)C#COC(F)(F)C(F)(F)C(F)(F)F,0.7431159885469641,-1
DTXSID50897487,O=C(C(C(=O)C(F)(F)C(F)(F)C(F)(F)F)=P(c1ccccc1)(c1ccccc1)c1ccccc1)N1CCCCC1,0.7429765306497684,-1
DTXSID50846778,O=C(NCC(F)(F)C(F)(F)C(F)(F)F)c1cccc(NC(=O)c2ccccc2)c1,0.7429680863606833,-1
DTXSID10883028,C[N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.c1ccc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,0.7429231192378478,-1
DTXSID70467469,[O]=[Sn]([CH2]CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)[CH2]CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.7425679442689286,-1
DTXSID90504108,CC(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.7420829031645447,-1
DTXSID20336792,CCCCCCCCOC(=O)C(F)(F)C(F)(F)F,0.7418676432598287,-1
DTXSID30798165,ON=C(c1ccccc1)C(F)(F)C(F)(F)F,0.7416855770909638,-1
DTXSID1062122,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.7413649715799753,-1
DTXSID40773241,COCCCC1=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,0.7409976491853535,-1
DTXSID90955318,O=C(Cc1ccccn1)C(F)(F)C(F)(F)F,0.7409885310060618,-1
DTXSID00370992,C=CCOCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.7409247415521285,-1
DTXSID60756819,FC(=C(C(C(F)(F)F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F,0.740395486376593,-1
DTXSID30622698,C=C(F)C(=O)OC(C(F)(F)F)C(F)(F)F,0.7400164663251791,-1
DTXSID80764956,O=C(O)CCCNC(=O)C(F)(Br)C(F)(F)F,0.7397220323550451,-1
DTXSID30996548,CC(O)=Nc1ccc(-c2ccc(NC(=O)C(F)(F)C(F)(F)C(F)(F)F)cc2)cc1,0.7382662146068533,-1
DTXSID501002484,O=C(Oc1ccc2cc(Br)ccc2c1Br)C(F)(F)C(F)(F)C(F)(F)F,0.7380552776896788,-1
DTXSID70371850,COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)OC,0.737852801992761,-1
DTXSID30746000,[2H]C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C(=O)OC,0.7377661494605986,-1
DTXSID00753084,OC(F)(F)C(F)(F)C(F)(F)Cl,0.7376597644613117,-1
DTXSID10834151,FC=C(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,0.7375567354433417,-1
DTXSID60895510,FC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.73715894638785,-1
DTXSID70597472,CC(C)(O)C(F)(F)C(F)(F)F,0.737054044994652,-1
DTXSID60631753,CC(C)(C)C(F)(F)C(F)(F)F,0.7370540449946519,-1
DTXSID80756891,O=C(Oc1ccccc1-c1ccccc1)C(F)(F)C(F)(F)C(F)(F)F,0.7370261655189078,-1
DTXSID50226011,O=C(Nc1ccc(-c2ccccc2)cc1)C(F)(F)C(F)(F)C(F)(F)F,0.7370261655189078,-1
DTXSID20896083,CCCCCCCCCCCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.7369112032866332,-1
DTXSID90848039,CCCCC(CC=C(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)O,0.7367483821257942,-1
DTXSID50608333,COC(F)(F)C(F)(F)C#N,0.7367178927356802,-1
DTXSID40833516,CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCN,0.7364121676874997,-1
DTXSID80293630,C1CNCCN1.O=C(O)C(F)(F)C(F)(F)C(F)(F)C(=O)O,0.736069470046091,-1
DTXSID20896705,NC(=O)[C@H]1CC[C@@H](C(F)(F)C(F)(F)C(F)(F)F)CC1,0.7356188458726468,-1
DTXSID80896706,NC(=O)[C@H]1CC[C@H](C(F)(F)C(F)(F)C(F)(F)F)CC1,0.7356188458726468,-1
DTXSID90896499,CCCOC(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,0.7353151852515365,-1
DTXSID50896531,C=CC(=O)OC(C(F)(F)F)(C(F)(F)F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,0.7347021043627711,-1
DTXSID60851030,O=C(O)CCCCCCCCCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.7337259132779518,-1
DTXSID2074083,CC(F)(F)C(F)(F)Br,0.7331434501045707,-1
DTXSID90171137,CC(F)(F)C(F)(F)F,0.7331434501045707,-1
DTXSID90896752,O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc1C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,0.7326797233151205,-1
DTXSID20785685,CC(=O)O.OCC(I)CC(F)(C(F)(F)F)C(F)(F)F,0.7323756803669029,-1
DTXSID30416337,O=C1C=CC(=CNCC(F)(F)C(F)(F)C(F)(F)C(F)F)C=C1,0.7320274666239499,-1
DTXSID60880966,CCCN(CCNC(=O)c1ccc(C)c(C(=O)NCCN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.7315335429565959,-1
DTXSID1042027,FC(F)(F)C(F)(F)C(Cl)Cl,0.7314368969712048,-1
DTXSID00760218,CC(C)=CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.7311063049636572,-1
DTXSID20578251,COc1nc(OC)c(F)c(SC(F)(F)C(F)(F)F)c1F,0.7301485148756328,-1
DTXSID00896708,CCOP(=O)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCC,0.7299734992346177,-1
DTXSID60631819,FC(F)(F)C=C1C(F)(F)C(F)(F)C1(F)F,0.7297478626581289,-1
DTXSID10788625,O=CO.OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.7296031805785811,-1
DTXSID40895199,CCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.7294102612755878,-1
DTXSID40338359,FC(F)(F)C(F)(F)C(F)(F)OC1(F)C2C=CC(C2)C1(F)F,0.729297832233398,-1
DTXSID20895571,CCOC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.7288729243616187,-1
DTXSID40191360,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[NH4+],0.7288357921170503,-1
DTXSID80895996,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1cnc[nH]1,0.7287663980667649,-1
DTXSID90896292,O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.7286982067362546,-1
DTXSID90305273,O=[N+]([O-])c1cc(C(F)(F)C(F)(F)C(F)(F)c2ccc(O)c([N+](=O)[O-])c2)ccc1O,0.7285155880961343,-1
DTXSID00448605,FC1=C(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,0.7283724909317366,-1
DTXSID30631326,FC(F)(F)C(F)(F)N=NC(F)(F)C(F)(F)F,0.7273909100582656,-1
DTXSID30146788,COC(=O)CC(=O)C(F)(F)C(F)(F)F,0.7265357589985194,-1
DTXSID00881053,C[N+](CCO)(CCO)CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[I-],0.7265182305752063,-1
DTXSID301023652,O=C([O-])C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F.[K+],0.7261961856289881,-1
DTXSID60694202,FC(=CC(F)(F)F)C(F)(F)C(F)(F)F,0.7260170126326708,-1
DTXSID80896241,CCOC(=O)c1c(C)n[nH]c1C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.725860242894476,-1
DTXSID80379721,C=CC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)C=C,0.7256756465099304,-1
DTXSID40897456,CCCCCCCCN1C=C[NH+](C)C1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.7256514961964078,-1
DTXSID70893345,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Li+],0.7256385637603392,-1
DTXSID80897031,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[NH4+],0.7256385637603392,-1
DTXSID60462160,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+],0.7256385637603392,-1
DTXSID20455371,FC(Cl)C(F)(F)C(F)(F)F,0.7256177205595907,-1
DTXSID1075222,*C(F)(F)F.*F.*F.FC1C(F)C(F)(F)C1C(F)(F)F,0.7253741337623463,-1
DTXSID30620694,FC1OC(F)(F)C(F)(F)C(F)(F)C1(F)F,0.7252078424605608,-1
DTXSID30764224,OC(O)(O)C(O)(F)C(F)(F)F,0.7249662991223331,-1
DTXSID10881847,O=C([O-])C[N+](CC=C(F)C(F)(F)C(F)(F)F)(CCO)CCS(=O)(=O)O,0.7248999070744211,-1
DTXSID40895715,CCCCN(CCCC)C(=O)C(F)(F)C(F)(F)C(F)(F)F,0.7245900665439983,-1
DTXSID90813489,FC1=C(F)C(F)(C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C2(F)F)C(F)(F)C(F)(F)C1(F)F,0.7238492079590594,-1
DTXSID30150360,O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)nc1SC(F)(F)C(F)(F)C(F)(F)F,0.7235394105130595,-1
DTXSID20896745,CC(=O)Nc1cc(NC(C)=O)cc(OC(=C(C(F)(C(F)(F)F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F)c1,0.7233306929361886,1
DTXSID80896605,C=C(C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.7232874565290905,-1
DTXSID90897542,*F.*F.*I.FC(F)C(F)C(F)C(F)(F)C(F)(F)F,0.7232830570754162,-1
DTXSID90382165,FC(F)(CCI)C(F)(F)CCI,0.7232678682367657,-1
DTXSID10598741,O=C(Oc1ccccc1)C(F)(Oc1ccccc1)C(F)(F)F,0.7231911610912517,-1
DTXSID20816408,CC(=O)c1ccccc1C(F)(F)C(F)(F)c1ccccc1,0.7230351116175686,-1
DTXSID90606297,CC(=O)c1ccc(C(F)(F)C(F)(F)c2ccccc2)cc1,0.7230351116175686,-1
DTXSID30883060,C=CC(=O)NC(C)(C)C(=O)OC(F)(F)C(F)(F)C(F)(F)OC(F)(F)F,0.7226102718860947,-1
DTXSID60709764,Cc1ccc(C(F)(F)C(F)(F)F)cc1[N+](=O)[O-],0.7206045516177723,-1
DTXSID00881119,*C(F)(F)F.*F.*F.*F.*F.*F.CCN(CC)CC.NS(=O)(=O)C(F)C(F)C(F)C(F)C(F)C(F)C(F)(F)F,0.7203790364016331,-1
DTXSID90371872,C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C=C,0.720259584496246,-1
DTXSID6042026,FC(F)C(F)(Cl)C(F)(F)Cl,0.719674727846848,-1
DTXSID1042029,FC(F)C(F)(F)C(F)(Cl)Cl,0.7196747278468479,-1
DTXSID8044969,COC(=O)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)=C(F)F,0.7191613352577776,-1
DTXSID50896253,O=C1CCCCCCC1NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.7189663901364041,-1
DTXSID70143034,O=C(NC1CCCCC1)NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.7189663901364041,-1
DTXSID6072051,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.OCC[NH2+]CCO,0.7187974864452444,-1
